MM-p05-04	•	۱8.نگهداری () :این مشخصه شرایط نگهداری داروها را برای ما مشخص میکند ،  مثال به طور کلی داروها را ،دور از نور، حرارت، رطوبت
MM-p05-05	•	۱9.قیمت دارو (): .یک شکل دارو با یک میزان موثره از یک شرکت سازنده در تمام کشور یک قیمت واحد دارد
MM-p06-01	•	*عملکرد  داروها به مقدار آن وابسته است Response %
MM-p06-02	•	*در این آزمایش میزان دوز هر دارویی بیشتر باشد بر دیگری چیره می.شود طی آزمایشات از نمودار  استفاده می کردند،  به این صورت که میزان
MM-p07-01	H	D + R
MM-p07-02	•	)(آگونیست کامل : دارویی که100% گیرنده ،های خودش را اشغال کند و سپس .فعال کند و پاسخ ایجاد کند
MM-p07-03	•	ب)الف آگونیست کامل
MM-p07-04	•	)ب  آگونیست نسبی
MM-p07-05	•	)ج آنتاگونیست
MM-p08-01	•	• )(
MM-p08-02	•	•
MM-p08-03	•	•
MM-p08-04	•	•
MM-p08-05	•	•
MM-p08-06	•	)بتقسیم بندی گیرنده های دارویی بر اساس )نحوه عملکرد (فارماکودینامیک
MM-p08-07	•	1.
MM-p08-08	•	2.
MM-p09-01	•	3.
MM-p09-02	•	4.
MM-p09-03	•	1.
MM-p09-04	•	2.
MM-p10-01	•	3.
MM-p10-02	•	4.
MM-p10-03	•	5.
MM-p11-01	•	–
MM-p11-02	•	*هر چه سطح بیشتر باشد جذب بیشتر است مانند سطح وسیع روده باریک . هر چه ضخامت کمترباشد جذب بیشتر است مانند سلول های حبابکی
MM-p11-03	•	–
MM-p12-01	•	]فرم پروتونه دارو[pH= _Log
MM-p12-02	•	]فرم دپروتونه دارو[
MM-p12-03	•	*این فرم معادله هندرسون - هسلبلخ  هم برای اسیدها صدقمی .کند هم برای بازها
MM-p12-04	•	–
MM-p12-05	•	–
MM-p13-01	•	]+]+[H-[A[AH]
MM-p13-02	•	]+B]+[H[]+[BH
MM-p13-03	•	–
MM-p14-01	•	* و در شرایط طبیعی به اندازه  اختصاصی عمل نمی .کنند
MM-p15-01	•	)بسیار بزرگ  .استداروهایی که ممکن است خطر آفرین باشند، مثل وارفارین  دی وگوکسین ().  داروی ضد افسردگی به نام ایمی
MM-p15-02	•	0۹.0
MM-p16-01	•	*باید دقت کنیم که راه تنفسی یارا می .توان جداگانه به عنوان راه ورودی دارو به بدن نیز در نظر گرفت
MM-p21-01	•	*نکته :مورفین داروی مرکزی عمل کننده است، یعنی محل اصلی اثرش  مغز و طناب
MM-p21-02	•	*معموال برای حفظ تعادل درون ی بدن در گذر زمان سمپاتیک  وپاراسمپاتکی همدگر ی را متعادل میکنند. یلیخ  از جاها اثر ضد هم دارند امایری ادگ ی
MM-p21-03	•	*ناقل اصلی سامانه آدرنرژیکی نوراپینفرین است اما اپی نفرین به دلیل آثار خارقالعاده و مهم و متنوع، شناخته شده.تر است
MM-p22-01	•	•
MM-p22-02	•	•
MM-p22-03	•	*اکثر گیرندهها پس سیناپسی هستند، اماα.پیش سیناپسی است غد عرق
MM-p22-04	•	انواع نورون های محیطی
MM-p22-05	•	•
MM-p22-06	•	•
MM-p22-07	•	•
MM-p22-08	•	*پس این ماده ناقل نیست که تعیین کننده نوع عصب است، می بینیم در این نوع با وجود اینکه عصب، آدرنرژیکی است اما از پایانه آن استیل کولین
MM-p22-09	•	•
MM-p22-10	•	* میبینیم که ناقل  های دیگری مثل دوپامین نیز در سامانه عصبی محیطی وجود دارد. دوپامین نوروترنسمیتر است اما در هم دیده
MM-p22-11	•	•
MM-p23-01	•	•M
MM-p23-02	•	•ANS
MM-p23-03	•	*اگر در مسیر اعصاب.گانگلیون دیده نشد عصب ارادی است6
MM-p23-04	•	*کاتکول آمین ساختار شیمیائیاست که از دو بخش کاتکول و آمین تشکیل شده است و به اپینفرین، نوراپی نفرین وکاتکول
MM-p23-05	•	•
MM-p23-06	•	•
MM-p23-07	•	•
MM-p23-08	•	•
MM-p24-01	•	•
MM-p24-02	•	•
MM-p24-03	•	•
MM-p25-01	•	•Direct acting
MM-p25-02	•	•Indirect acting
MM-p25-03	•	•
MM-p25-04	•	•
MM-p25-05	•	1.
MM-p25-06	•	2.
MM-p25-07	•	3.
MM-p26-01	•	4.
MM-p26-02	•	5.
MM-p26-03	•	6.
MM-p27-01	•	1.
MM-p27-02	•	2.
MM-p27-03	•	3.
MM-p27-04	•	4.
MM-p27-05	•	5.
MM-p27-06	•	6.
MM-p27-07	•	7.CNS
MM-p27-08	•	8.
MM-p27-09	•	عوارض آنتی کولینرژیک ها :
MM-p28-01	•	•
MM-p28-02	•	•
MM-p28-03	•	•
MM-p28-04	•	•
MM-p28-05	•	•
MM-p28-06	•	•
MM-p28-07	•	•
MM-p28-08	•	•
MM-p28-09	•	•
MM-p29-01	•	•
MM-p29-02	•	- .
MM-p29-03	•	- :
MM-p29-04	•	- :  (Yohimbine)   (Rauwolscine)
MM-p29-05	•	ب) فارماکوککی نت ی
MM-p29-06	•	پ) مکانسم ی  اثر
MM-p30-01	•	ج) عوارض
MM-p31-01	•	-  ( > )
MM-p31-02	•	–
